,name,calories,carbohydrate,total_fat,protein,cluster,name_encoded
8144,Chocolate-Coffee-Liqueur-Cookies,102.1,16.8,3.4,1.0,1,6
8145,Oatmeal-Raisin-Muffins,160.6,20.9,7.3,3.6,1,70
8146,Spicy-Tempeh-and-Tofu,186.6,19.0,7.8,15.0,1,52
8147,Everything-But-Umami-Relish,143.0,36.0,0.6,3.3,1,1195
8148,The-Russian-Tea-Room-Russian-Dressing,136.1,15.8,6.7,2.2,1,50
8149,Ontario-Easy-Pita,250.1,36.5,8.6,6.3,1,3981
8150,Payday-Bars,138.8,13.1,8.5,4.2,1,1432
8151,Nacho-Dip,114.1,1.5,9.4,6.0,1,1483
8152,Autumn-Pumpkin-Spice-4-Layer-Bars,220.5,33.4,8.8,3.1,1,528
8153,Drunken-Cherry-Orange-Ice-Cream-Swirl,166.8,22.6,8.0,2.9,1,1029
8154,Autumn-Vanilla--amp--Spice-Rice-Pudding,237.5,43.8,4.8,5.6,1,528
8155,Diabetic-Garlic-Turkey-Balls,156.2,9.9,6.0,15.5,1,442
8156,Blueberry-Oat-Scones,214.6,31.7,8.4,3.8,1,90
8157,Mom-s-Summer-Delight,211.9,31.1,9.8,1.9,1,169
8158,4-Layer-Vanilla-Chocolate-Raspberry-Bars,165.2,23.7,7.2,1.6,1,600
8159,New-Potatoes-with-Vinaigrette,268.9,40.2,10.3,4.7,1,216
8160,Roasted-Asparagus-with-Rosemary-Oil,192.4,6.2,18.3,3.6,1,49
8161,Cake-Pockets-In-Sandwich-Maker,157.1,28.3,4.3,2.4,1,16
8162,One-Loaf-White-Bread,147.2,27.3,2.3,3.8,1,399
8163,Easy--Deliciously-Cheesy-Sauteed-Corn--Mexican-Style,138.1,22.1,4.5,6.0,1,24
8164,Pan-Seared-Veal-Chops-With-Rosemary,183.9,3.8,13.9,1.0,1,400
8165,Ginger-Melon-Spritzer,104.7,6.4,0.0,0.1,1,98
8166,Tofu--Chicken--Salad,249.5,41.3,6.7,6.0,1,141
8167,Emerald-City-Martini-Lite,121.5,5.1,0.0,0.1,1,1414
8168,Garlic-Crumbed-Tomatoes,150.0,14.1,8.4,5.2,1,33
8169,Potato-Salad,100.5,22.1,0.6,3.2,1,11
8170,Deception-Muffins,132.8,23.4,2.5,4.2,1,3984
8171,Italian-Sauteed-Veggies,173.1,13.7,13.1,3.6,1,92
8172,Korean-Marinade-For-Meat--For-up-to-5-pds--of-meat-,168.1,32.6,2.8,6.5,1,1098
8173,Bhuni-Chana-Dal-With-Paneer--Fried-Bengal-Gram-With-Cottage-Cheese-,130.9,6.9,11.6,1.0,1,3986
8174,Mango-Mimosa,126.4,33.3,0.5,1.3,1,185
8175,Kielbasa-Peanut-Butter-Triangles,142.7,8.9,10.3,4.7,1,1096
8176,Bungalow-Bill-s-But--n--Ben-Onion-Soup,210.9,21.2,11.2,7.2,1,3988
8177,Pineapple-garlic-Gravy-for-Ham,110.7,14.8,4.3,2.0,1,73
8178,Carrot-Apple-Juice,135.4,34.3,0.6,1.8,1,81
8179,Candied-Carrots,129.2,32.5,0.5,1.6,1,979
8180,Blueberry-Apple-Frosty,142.9,28.5,2.4,3.2,1,90
8181,Oatmeal-Bread,107.9,21.5,1.1,2.7,1,70
8182,Sauteed-Potatoes-with-Garlic--Thyme-and-Lemon,210.4,47.9,0.3,5.7,1,362
8183,Red-Potato-Salad--low-fat,214.0,46.6,0.8,6.0,1,48
8184,Sourdough-Pecan-Drop-Biscuits,171.6,14.6,11.9,2.3,1,424
8185,Australian-Recipe-Gingerbread,162.0,23.2,6.7,2.7,1,1627
8186,Cherry-Ginger-Yogurt,127.1,32.5,0.2,1.0,1,82
8187,Fava-Beans-with-Tomato-Garlic-Sauce,224.0,33.5,5.8,11.2,1,992
8188,Refrigerator-Bran-Muffins-Mix,164.1,27.7,5.6,3.7,1,661
8189,Mini-Pepperoni-Pizza,135.2,3.9,10.4,6.1,1,612
8190,Stuffed-Tomatoes,162.8,7.8,10.0,11.4,1,61
8191,Cheesy-Pepperoni-Pizza-MUFFINS,230.7,22.1,13.0,6.6,1,119
8192,Mango-Lime-Ice,149.8,42.5,0.4,1.3,1,185
8193,Autumn-Pumpkin-Spice-FUDGE-,109.0,19.0,3.8,0.6,1,528
8194,Fabulous-Fruit-and-Feta-Salad,181.9,11.2,14.0,5.6,1,681
8195,Blueberry-Streusel-Muffins,199.7,28.8,7.9,3.7,1,90
8196,Beets-with-Onions,131.0,22.8,4.0,2.2,1,531
8197,Slow-Cooked-Broccoli,191.3,10.8,13.5,8.3,1,663
8198,Chicken-Spread,122.0,0.9,7.8,11.6,1,7
8199,BBQ-Skewered-Veggies,206.9,28.3,7.6,9.2,1,210
8200,Cha-Siu-Bao--Sweet-Barbecue-Pork-Buns-,233.1,40.9,4.7,6.3,1,3989
8201,Layered-Summer-Salad,143.7,11.0,9.9,4.4,1,474
8202,Pinto-Bean-Bread,107.7,19.4,1.6,3.7,1,420
8203,Mock-Angel-Cake,119.9,25.9,0.9,2.3,1,511
8204,Crispy-Burritos---Sandwich-Maker,187.2,30.8,4.7,5.0,1,350
8205,Fresh-Fruit-with-Lime-Sauce,163.3,42.0,0.3,1.2,1,125
8206,Low-Fat-Mocha-Chocolate-Chip-Muffins,123.5,26.4,1.6,2.5,1,51
8207,Banana-Nut-Chocolate-chip-Scones,250.3,42.1,7.5,5.0,1,38
8208,Caribbean-Skillet-Sweet-Potatoes,105.8,24.0,1.0,1.1,1,509
8209,Swiss-Steak-Italiano,211.5,11.7,15.2,8.2,1,269
8210,Quick-Sindhi-Raswali-Machi---Sindhi-Fish-Curry-,216.4,21.2,14.5,4.5,1,84
8211,Chocolate-Pocket-Pastry-Turnovers,210.9,14.9,16.6,3.5,1,6
8212,Limey-licious-Summer-Wine-Cooler,405.4,23.2,0.0,0.3,1,3995
8213,Scrapple,111.8,10.8,4.7,6.5,1,1345
8214,Persian-Apricot-Rice-Pudding,164.8,32.6,2.5,3.2,1,830
8215,Stir-Fry-Zucchini,127.9,21.8,3.9,3.3,1,135
8216,Strawberry-Pineapple-Parfaits,222.9,36.9,8.2,3.2,1,68
8217,Chocolate-Cherry-Cupcakes,212.3,35.8,7.0,3.8,1,6
8218,Blueberry-Squares,118.6,19.5,3.9,2.0,1,90
8219,Banana-Chip-Bread--Lower-Fat-,147.4,28.5,3.1,2.7,1,38
8220,Fruit-Parfait,196.0,31.0,7.0,4.5,1,32
8221,Green-Goddess-Dressing--non-fat,216.9,36.0,5.3,6.8,1,44
8222,Mocha-Chocolate-Fondue,206.9,30.8,7.0,1.6,1,486
8223,Peanut-Butter-Bread,179.2,21.8,8.0,6.4,1,36
8224,Fennel-Mushroom-Stir-Fry,148.3,13.2,10.6,3.1,1,534
8225,Banana-Nut-Peanut-Butter-MUFFINS,237.7,28.7,11.9,4.9,1,38
8226,Broccoli-With-Roasted-Shallots---Mushrooms,124.0,15.7,5.9,6.2,1,40
8227,Chicken--n--Cheese-Casserole,221.2,27.3,6.2,13.4,1,7
8228,Asparagus-in-Vinaigrette,121.2,7.4,9.4,3.8,1,112
8229,Cranberry-Pecan-Butter-Tarts,119.3,19.2,4.8,1.2,1,72
8230,Reduced-fat-OREO-Cookie-MUFFINS,112.8,16.4,4.4,2.2,1,1080
8231,Candy-Coated-Popcorn--Summer-Fair-Popcorn-,126.7,9.4,10.2,0.0,1,230
8232,Frozen-Chocolate-PB-Graham-Cracker-Bars--4-ingredients-,247.3,39.8,8.0,5.7,1,276
8233,Brie-and-Mango-Quesadillas,220.9,23.7,10.3,9.1,1,535
8234,Jamaican-Bob-Sled,197.6,9.9,0.1,0.3,1,859
8235,Rainbow-Pasta-Salad,244.1,41.2,6.4,7.1,1,844
8236,Turkey-Onion---Tomato-Pita-Pockets,125.5,22.9,2.2,3.4,1,126
8237,BBQ-Popcorn-Snack,134.0,26.9,1.8,4.6,1,210
8238,Rich-Peanut-Butter-Pudding,192.4,23.8,8.4,6.6,1,354
8239,Broccoli-Lemon-Sauce-over-Peppers---Potatoes,144.0,32.3,0.3,4.2,1,40
8240,Dutch-Apple-Bread,182.0,28.3,6.6,2.7,1,412
8241,Pudgie-Turtles,185.8,29.4,6.8,3.7,1,3999
8242,Enchilada-Soup,141.7,21.4,3.0,8.7,1,583
8243,Strawberry-Mold,140.1,30.4,0.2,5.5,1,68
8244,Peaches--amp--Cream-Dream-Muffins,226.7,28.5,11.3,3.2,1,408
8245,Crock-Pot-Spaghetti-Sauce,141.3,11.2,4.9,10.9,1,160
8246,Chicken-Apple-Sandwich-Spread,151.9,5.9,8.4,13.5,1,7
8247,Fresh-Tomato-Basil-Soup,144.0,13.6,8.2,5.5,1,125
8248,Pina-Colada,168.4,11.1,6.6,1.2,1,450
8249,Angel-Food-Pie,259.0,37.1,11.7,2.8,1,195
8250,Strawberry-Coconut-Muffins,203.3,32.2,6.7,4.4,1,68
8251,Frugal-Gourmet-s-Ukrainian-Pagach,220.6,21.0,11.8,8.3,1,4001
8252,Fruit-Salsa,145.6,36.7,0.8,2.3,1,32
8253,Appetizer-Pie,139.4,2.7,12.5,4.9,1,593
8254,Avocado-Olive-Salad,145.2,15.3,9.7,3.4,1,139
8255,Mom-s-Veggie-Soup,153.5,12.9,7.8,8.5,1,169
8256,Carrots---Walnuts,144.4,12.0,10.7,2.2,1,147
8257,Kool-Aid-Cream,184.4,24.3,4.4,4.0,1,2053
8258,Tropical-Sundae-Topping,173.0,43.2,0.3,1.4,1,293
8259,Painkiller,147.9,9.8,1.2,0.6,1,4004
8260,Herbed-Beer-Cheese-Bread,100.1,14.9,2.3,3.5,1,219
8261,Chinese-Potato-Salad,136.9,25.5,2.6,3.8,1,214
8262,TUNA-SALAD---A-MOCK-ONE----,142.2,27.9,1.3,5.9,1,80
8263,Baked-Bacon-Cheese-Sprouts,134.2,10.5,8.5,5.3,1,23
8264,Sweet-Garden-Salsa,119.2,27.9,1.0,4.3,1,28
8265,Easy-Hot-Cross-Muffins,259.7,41.9,9.1,3.9,1,24
8266,Buttery-Cornbread-Muffins,156.0,22.9,6.0,3.3,1,895
8267,Orange-Raisin-Corn-Muffins,168.1,28.2,5.5,3.5,1,34
8268,Carrot-Mousse,203.4,27.2,9.4,2.4,1,81
8269,To-Die-For-Veggie-Casserole,214.6,16.7,15.2,6.1,1,373
8270,Raita-with-Love-from-India,105.2,20.5,1.1,4.3,1,954
8271,Spiced-Couscous-with-Cantaloupe,218.0,31.9,8.0,7.6,1,183
8272,4-Layer-Caramel-Chocolate-Oat-Bars,154.7,20.1,8.0,1.8,1,600
8273,Japanese-Salad,185.7,9.4,15.7,3.7,1,498
8274,Tropical-Salsa,105.0,24.8,1.1,2.0,1,293
8275,Creamy-Herb-Dressing,111.5,15.2,1.1,10.3,1,59
8276,Chocolate-Filled-Peanut-Butter-Scones,232.0,23.0,13.5,7.1,1,6
8277,Chocolate-Date-oat--amp--Nut-Bars,244.1,38.5,10.1,2.7,1,6
8278,Mom-s-Chocolate-Eclair-Cake,235.0,48.6,3.6,2.4,1,169
8279,Lamb-s-Grandmother-s-Bread,173.1,37.5,1.0,4.4,1,208
8280,Rich-Chocolate-Espresso-Cookies,168.3,18.4,11.0,2.4,1,354
8281,Yummy-Cream-Cheese-Dip,142.7,3.2,13.3,3.4,1,231
8282,Mango-Kiwi-Strawberry-Smoothie,193.0,48.4,0.8,1.9,1,185
8283,Carrot-Sweet-Potato-Muffins,169.2,29.0,4.1,3.7,1,81
8284,Grapefruit-Salsa,125.2,11.1,9.2,0.9,1,802
8285,Horseradish-Heaven-,201.4,29.9,2.9,13.3,1,449
8286,Lion-Knees-Potatoes,173.0,30.1,4.8,3.7,1,4005
8287,Butterscotch-Nut-Buns,251.2,33.7,11.8,3.6,1,324
8288,Avocado-Ice-Cream,174.3,12.2,14.7,2.0,1,139
8289,Maple-Walnut-Muffins,217.2,24.4,11.9,4.2,1,241
8290,Maple-Oat-Coconut-Bars,118.7,18.9,4.0,2.2,1,241
8291,Eggnog-Banana-Pie,207.9,28.2,8.7,5.8,1,697
8292,Cheesecake-Nibblers,171.5,14.6,11.7,2.7,1,159
8293,Salmon-Potato-Salad,155.2,19.9,2.6,13.4,1,180
8294,Martha-Stewart-s-Oatmeal-Cookies-of-the-Year,196.8,24.1,11.2,2.5,1,1124
8295,Balsamic--amp--Brown-Sugar-Glazed-Beans,175.9,12.8,13.8,2.5,1,353
8296,Holiday-Gingerbread-Muffins,150.9,26.9,4.0,2.2,1,310
8297,Orange-Julius-Smoothies,149.0,32.2,1.6,2.2,1,34
8298,Chocolate---Peanut-Butter-Fudge,107.5,18.0,3.6,1.2,1,6
8299,Real-Honest-to-Goodness-Indoor-S-Mores--really--,169.6,24.1,7.2,2.3,1,1671
8300,Peachy-Oatmeal-Muffins,226.0,36.5,6.9,5.3,1,973
8301,Apple--amp--Oat-Crumb-Bars,189.9,26.6,8.2,3.6,1,20
8302,Asparagus---Artichoke-Salad,161.5,10.1,13.0,4.9,1,112
8303,Marinated-Chickpea-Salad,140.0,19.5,6.1,3.5,1,144
8304,Wine-Cooler,262.2,20.6,0.1,0.7,1,280
8305,Lemonade-Cookies,196.1,28.9,8.3,2.3,1,361
8306,Cranberry-Citrus-Muffins,162.8,31.4,2.5,3.5,1,72
8307,Easy-Raspberry-Oat-Bars,116.7,19.0,4.1,1.2,1,24
8308,3-Layer-Minty-Chocolate-Chip-Bars,169.5,21.4,9.3,1.1,1,390
8309,Rhubarb-Mousse,189.6,21.4,11.1,2.3,1,156
8310,Grilled-Greek-New-Potatoes,130.9,29.7,0.1,3.4,1,83
8311,The-Big-Cheese-Cake,160.9,26.1,6.2,0.0,1,50
8312,Green-Lentil-and-Vegetable-Soup,112.1,16.1,3.7,4.6,1,44
8313,Medieval-Fine-Cakes,175.6,17.5,11.2,1.7,1,4010
8314,To-Die-for-Crescent-Rolls,136.7,20.2,4.9,2.8,1,373
8315,Amaretto--amp--Almond-Muffins,192.5,26.6,7.8,4.8,1,521
8316,Cilantro-Dressing,179.4,9.4,14.2,5.1,1,407
8317,Brownies,215.2,26.7,11.4,2.9,1,77
8318,Onion-Rolls,206.6,37.7,3.3,6.0,1,53
8319,Ants-on-a-log,105.9,6.0,8.1,4.3,1,2059
8320,Frosty-Sour,191.3,35.5,0.1,0.3,1,654
8321,Mock-French-Pastry,224.7,26.3,12.7,2.7,1,511
8322,Banana-Berry-Toasted-Almond-Muffins,244.7,35.1,10.4,4.3,1,38
8323,Rich-Double-Chocolate-Coconut-Squares,189.1,22.1,10.4,3.0,1,354
8324,Summer-Delight--Curry-Chicken-Salad,188.6,31.4,7.0,4.8,1,137
8325,Vermont-State-Police-Pears,185.8,48.9,0.4,1.2,1,1136
8326,Stir-Fried-Zucchini-with-Oyster-Sauce,191.7,11.2,14.4,3.7,1,135
8327,Restaurant-Vegan-Tofu-Burger,193.7,20.2,7.2,15.3,1,1188
8328,Mint-Meltaway-Sugar-Cookies,136.1,15.8,7.3,1.8,1,153
8329,Hawaiian-Toast,230.1,50.7,1.9,4.8,1,299
8330,Mild-Chili-Magic-Blend,213.3,37.8,8.4,9.3,1,1268
8331,Cheese-Olive-Puffs,182.6,8.3,14.1,5.9,1,14
8332,Ummmm-Corn,152.3,12.9,11.5,0.4,1,4013
8333,Chocolate-Coffee-Cream-Filled-Cookies,122.9,17.5,5.5,1.6,1,6
8334,Calabacitas,193.5,37.8,5.0,5.9,1,989
8335,Pineapple-and-Mango-Salsa,153.0,23.8,7.3,1.6,1,73
8336,Chocolaty-Peanut-Butter-Banana-Bread,162.5,24.9,6.0,4.1,1,2055
8337,Oh-Henry-Bars,184.1,23.2,9.7,3.7,1,659
8338,Soy-Balsamic-Vinaigrette,113.0,1.4,12.0,0.0,1,671
8339,Salsa-Marinara,194.2,12.9,15.9,2.5,1,69
8340,Corn-Chowder,163.1,22.8,6.5,6.4,1,35
8341,Herb-Breaded-Tomatoes,175.2,22.0,8.9,3.6,1,170
8342,Jammy-Rugulah,132.6,16.0,7.3,1.9,1,4014
8343,Crunchy-Oriental-Pork-Casserole,121.2,17.1,5.1,2.7,1,248
8344,Doesn-t-Get-Any-Lazier-Than-This-Soup,103.9,21.9,0.8,4.2,1,4016
8345,Raw-Veggie-Salad,114.7,25.1,0.6,3.4,1,1176
8346,Malted-Chocolate-Chip-Cookies,170.1,22.3,8.8,1.7,1,1074
8347,Layered-Banana--amp--Oat-Bars,249.2,36.9,9.8,3.9,1,474
8348,Chocolate-Fudge-with-Almonds,127.2,22.5,4.3,1.3,1,6
8349,Indian-Punjabi-Palak-Kadhi---Spinach-Curry-with-Yogurt-Sauce,150.2,13.5,7.8,7.5,1,291
8350,Chocolate-Chip-Cookies-With-Espresso-and-Cinnamon,111.2,12.0,6.8,1.4,1,6
8351,Berry-Smash-Muffins--Strawberry-Muffins-,172.2,24.8,7.1,2.8,1,233
8352,Chocolate-Marshmallow-Nut-Muffins,218.5,21.2,14.3,3.4,1,6
8353,Squashed-Squash---Hubbard-or-Butternut--,140.7,9.8,11.7,1.2,1,4020
8354,Marinated-Sweet-Potato-Salad,171.2,20.7,9.2,1.6,1,144
8355,Spicy-Swiss-Chard---Beans,115.0,14.3,5.0,5.2,1,52
8356,Curried-Pumpkin-Soup,163.5,17.8,8.5,6.2,1,155
8357,Chocolate-Peanut-Butter--Cornflake-Crunch-Bars,139.7,17.3,7.3,3.7,1,6
8358,Hearty-Black-Bean-Soup,140.7,20.5,3.2,8.1,1,237
8359,Butternut-Squash-Soup,224.3,25.7,13.0,4.6,1,268
8360,Rich-Chocolate-Caramel-Fudge,107.4,11.9,7.0,1.0,1,354
8361,Moroccan-Rice-Meatballs,167.8,10.2,10.2,8.4,1,461
8362,Honey-Peach-Bran-Muffins,137.2,21.7,5.0,3.0,1,97
8363,Caramel-Rice-Crisp-Crunch-Bars,126.5,17.4,5.7,3.1,1,120
8364,Eat-Mores,186.8,21.6,10.6,4.9,1,771
8365,Hot-Hot-Crab-Curry,131.6,8.2,7.7,8.4,1,43
8366,Bleu-Cheese-and-Pear-Salad,219.9,18.4,15.0,5.5,1,703
8367,Pumpkin-Pie-Waffles,168.4,23.1,7.5,4.1,1,56
8368,Low-Cal-Spicy-Baked-Potatoes,179.9,35.7,3.0,4.0,1,51
8369,Super-Simple-Skor-Squares,107.3,18.2,2.9,2.6,1,335
8370,Cabbage-Casserole,194.6,37.8,2.8,5.6,1,58
8371,Macaroni-Bean-Salad,153.8,28.1,2.8,4.6,1,131
8372,Mrs-Allen-s-Date-Loaf,192.9,32.0,6.3,3.5,1,497
8373,Lemon-Pudding-Dessert,163.0,10.6,12.7,2.2,1,37
8374,Refreshing-Banana-Daiquiri,158.7,27.3,0.4,1.4,1,1175
8375,Lone-Star-Steakhouse-Spicy-Ranch-Dip-Copycat,163.5,5.7,15.9,1.0,1,4022
8376,Fufu,153.3,23.9,6.0,2.1,1,1509
8377,Broccoli-Salad,144.6,21.4,6.9,2.4,1,40
8378,Caribbean-Fruit-Shake,140.3,34.7,0.4,1.3,1,509
8379,Peasant-Style-Potatoes--amp--Cabbage,251.3,31.7,11.2,7.1,1,4023
8380,Bulgur--Broken-Wheat--Salad,152.3,23.7,4.5,5.9,1,677
8381,Tomato-Salad-With-Fresh-Basil-Vinaigrette,110.6,5.9,9.6,1.1,1,26
8382,Quick---Easy-Honey-Lemon-Baby-Carrots,125.1,18.7,5.9,0.9,1,84
8383,Parkin--The-Gingerbread-from-England,260.3,41.5,10.2,2.7,1,4024
8384,Mocha-Egg-Cream,199.4,25.0,3.2,2.3,1,486
8385,Chocolate-Rum-Sauce,128.3,24.1,3.3,0.7,1,6
8386,Zucchini-Soup,195.1,25.4,8.2,7.6,1,65
8387,Mushroom-Wild-Rice-Side-Dish-Casserole,198.3,20.9,10.2,6.9,1,60
8388,Curried-Rice-and-Bean-Salad,186.9,36.7,1.2,7.8,1,155
8389,-The-First-Course-on-a-Warm-Summer-s-Evening--Soup,170.4,27.7,5.2,4.0,1,50
8390,Thai-Chicken-Salad,203.9,15.4,12.1,11.5,1,253
8391,Chocolate-Streusel-Cream-Filled-Bars,152.1,15.2,9.5,2.5,1,6
8392,Poultry-Dressing,110.2,14.7,4.7,2.6,1,660
8393,Marmalade-Cookies,135.9,17.3,7.0,1.9,1,927
8394,Herbed-Potatoes--n--Peas,162.6,19.7,7.9,4.1,1,219
8395,Do-Ahead-Fries,213.1,48.4,0.2,5.6,1,1817
8396,Cajun-Lentil-Stew,190.4,27.9,4.2,8.9,1,356
8397,Lemon-Dressing-on-Greens,125.8,1.2,13.7,0.3,1,37
8398,Almond-Granola,183.4,25.5,7.7,6.6,1,113
8399,Oh-Henry-Bars,227.9,29.0,11.7,4.2,1,659
8400,Macaroon-Kiss-Cookies,119.8,13.5,7.0,1.2,1,896
8401,Cold-Cream-of-Cucumber-Soup,170.5,22.4,8.4,4.2,1,622
8402,Soft-Molasses-Cookies,138.5,30.6,0.8,2.6,1,320
8403,Teddy-Bear-Trail-Mix,127.2,22.5,5.1,1.0,1,4027
8404,Coconut-Pralines,180.2,19.8,11.0,1.9,1,71
8405,Pizza-Flavored-Snack-Mix,116.2,17.6,4.2,2.2,1,74
8406,Chocolate-Orange-Bread-Pudding,170.2,36.8,1.4,4.3,1,6
8407,Low-Cal-Vegetable-Siew-Mai,130.5,23.3,2.4,4.0,1,51
8408,Rich-Chocolate-Pumpkin-Truffles,194.0,22.2,10.4,3.3,1,354
8409,Pear-Frangipane,143.6,24.8,4.2,3.8,1,235
8410,Muesli,171.8,32.6,4.0,5.8,1,926
8411,Chopped-Salad-Wrap,119.3,14.9,5.4,5.9,1,1369
8412,Almond-Celery,170.1,5.5,13.9,3.3,1,113
8413,Spicy-Sunday-Night-Burgers,121.8,7.1,6.4,8.5,1,52
8414,Sweet-Potato--amp--Idaho-Fries,129.2,15.9,6.8,1.6,1,28
8415,Orange-Vanilla-Cream-Float,148.9,23.6,5.2,2.4,1,34
8416,-Make-it-your-way--Shortcakes,175.2,23.6,7.3,3.7,1,495
8417,All-Kids-Will-Eat-Carrots,109.6,25.5,0.7,3.8,1,423
8418,Pita-Snacks,165.0,33.4,0.7,5.5,1,369
8419,Hot-Cocktail-Smokie-Links-Sweet---Sour,108.0,27.3,0.1,0.3,1,43
8420,Orange-Date-Slaw,144.8,17.2,8.3,2.6,1,34
8421,Mediterranean-Creamy-Cucumber-Salad,137.7,8.9,7.1,10.5,1,303
8422,Easy-Black-Forest-Cake,137.7,26.5,3.8,0.7,1,24
8423,French-Fried-Dill-Pickles,140.8,27.4,1.2,4.5,1,124
8424,Roasted-Red-Pepper-Relish,166.7,10.3,14.2,2.1,1,49
8425,Apple---Carrot-Muffins,155.2,35.9,0.2,2.5,1,20
8426,Avocado-Snack,160.8,8.6,14.7,2.0,1,139
8427,Rich-Tiramisu-Squares,114.6,9.4,7.5,2.8,1,354
8428,Hot-Mulled-Apple-Pineapple-Sip,106.5,26.3,0.3,0.5,1,43
8429,Peppercorn-Sirloin-Kebabs,171.4,11.5,13.7,1.3,1,902
8430,Chilly-Irishman,188.9,13.1,4.2,1.4,1,1616
8431,Low-Fat-Peach-Ice-Cream,147.7,34.1,0.9,1.9,1,51
8432,Mango-Avocado-Soup,195.2,29.1,7.9,5.3,1,185
8433,White-Chocolate-Oat-Cookies,217.3,27.8,10.9,2.9,1,78
8434,American-Cheese-Sauce,136.7,7.3,10.9,2.7,1,1375
8435,Grilled-Potato-Wedges,232.9,29.7,11.7,3.5,1,83
8436,Coconut-Pudding-Squares,159.1,26.4,2.8,7.7,1,71
8437,Summer-Surprise-Dessert,168.2,25.3,7.7,1.2,1,137
8438,Raspberry-Sunshine,105.5,25.3,0.3,1.9,1,107
8439,Tea-Party-Punch,158.8,38.2,0.4,0.9,1,243
8440,Spiced-Snack-Mix,185.5,22.7,9.2,4.9,1,183
8441,Breakfast-Muffin-Bars,118.7,19.0,4.6,2.3,1,200
8442,Honey-Citrus-Iced-Tea,127.7,34.1,0.3,1.3,1,97
8443,Pineapple-Confetti-Coleslaw,100.6,23.8,0.5,2.7,1,73
8444,3-Spice-Fuss-Free-Fish-Fillet-Curry,109.3,7.2,9.1,1.0,1,390
8445,Toffee-Squares,187.9,23.0,10.7,1.7,1,264
8446,Knuckle-of-pork-with-mashed-swedes--Flasklagg-med-rotmos-,143.4,21.0,5.9,2.5,1,4033
8447,Another-Wonderful-Potato-Salad--With-Leeks-,190.2,22.0,9.9,4.5,1,556
8448,Oatmeal-Raisin-Cookies,188.6,30.3,6.4,3.5,1,70
8449,Goof-Balls,116.0,19.7,2.4,3.6,1,4036
8450,Teriyaki-Beef-Soup,171.9,21.0,4.0,12.4,1,466
8451,hot-cold-chocolate--yummy-,121.2,24.1,1.7,2.4,1,43
8452,Easy-Creamy-No-Cream-Potato-Leek-Soup,207.0,32.7,7.5,3.8,1,24
8453,Salted-Peanut-Bread--for-bread-machine-,224.8,31.3,7.9,8.8,1,1202
8454,Rich-White-Chocolate-Blondies,160.5,17.9,9.4,2.1,1,354
8455,Stuffed-Eggplant--Aubergine-,129.9,22.8,3.3,6.3,1,61
8456,Ginger-Bars--Gingerbread-Cake-,182.0,23.7,9.1,1.9,1,98
8457,Swiss-Cheese-Biscuit-Burgers---In-Muffin-Tins-,228.2,19.5,11.2,12.2,1,269
8458,Chocolate-Hazelnut-Truffles,109.5,3.8,10.9,2.3,1,6
8459,Portuguese-Shrimp-Dip,103.9,6.8,8.0,2.1,1,842
8460,Blueberry-Lemon-Crumb-Bars,147.3,20.4,6.6,1.9,1,90
8461,Green-Mango---Tomato-Salad,112.6,28.0,0.6,2.1,1,44
8462,Apple-Cheese-Tartlets,158.5,27.1,3.5,6.0,1,20
8463,Peanut-Butter-Banana-Cookies,206.6,30.1,8.4,4.0,1,36
8464,Lemon-Angel-Food-Cake,233.1,53.6,0.9,3.8,1,37
8465,Basic-Tomato-Sauce,207.6,19.9,14.7,2.5,1,441
8466,Pumpernickel-Dip,265.8,35.1,11.0,7.5,1,1038
8467,Smothered-Greens--amp--Corn,175.6,24.1,8.0,6.9,1,2010
8468,Cherry-Filled-Oatmeal-Squares,184.4,18.1,11.7,3.1,1,82
8469,Lemon-Cream-Scones,231.7,28.4,12.3,3.0,1,37
8470,Hokey-Pokey-Biscuits,127.0,17.8,5.9,1.2,1,4037
8471,Craig-Claiborne-s-Southern-Cornbread,125.4,17.2,4.3,4.7,1,4039
8472,Sourdough-Angel-Biscuits,121.7,10.5,8.3,1.5,1,424
8473,Apricot-Coconut-Filled-Oat-Bars,103.7,15.7,4.4,1.1,1,163
8474,Gringo-Chile-Con-Queso,169.7,5.5,12.3,9.1,1,4041
8475,Scalloped-Potatoes-with-Cheese,216.3,33.1,6.2,7.4,1,383
8476,Caramel-Chocolate-Oat-Bars,125.3,16.8,6.5,1.4,1,120
8477,Chinese-Salt-and-Pepper-Tofu,198.5,8.8,15.0,9.6,1,214
8478,Wild-Rice-Casserole,190.2,39.0,0.9,10.0,1,211
8479,Freezer-Pickles,172.9,9.3,14.8,1.4,1,1078
8480,Berries-With-Italian-Cream,131.9,10.3,6.2,9.1,1,1171
8481,Sweet-Potatoes-With-Apples,115.0,28.3,0.2,1.6,1,28
8482,Green-Beans-with-Baby-Corn-and-Pine-Nuts,198.4,27.1,8.9,5.8,1,44
8483,Honey-Peanut-Butter-Cookies,139.5,18.2,6.8,2.6,1,97
8484,Chocolate-Muffins,194.1,34.8,5.5,2.1,1,6
8485,Betty-Crocker-s-Southwestern-Guacamole-Dip,415.9,24.9,36.9,5.5,2,1154
8486,Buttermilk-Ranch-Dressing,267.2,14.1,20.6,8.2,2,217
8487,Brown-Rice-and-Vegetable-Pilaf,412.6,42.1,24.4,8.1,2,175
