,name,calories,carbohydrate,total_fat,protein,cluster,name_encoded
7795,Frosted-Triple-Orange-Squares,182.9,30.2,6.6,2.4,1,616
7796,Chocolate-Coconut-Nutty-Oat-Treasure-Trunk-Candy,114.4,15.3,6.2,1.8,1,6
7797,Red-Cabbage-and-Apple-Casserole,180.9,41.3,1.4,5.3,1,48
7798,60-Sec--Chocolate-Oat-Peanut-Butter-Cookies-,209.0,30.1,8.9,4.0,1,3903
7799,Ranch-Pea-Salad,203.8,16.4,12.0,8.7,1,376
7800,Banana-and-Jelly-Muffins,143.6,32.3,0.8,2.6,1,38
7801,Caramel-Butterscotch-Pudding-Cookies,194.4,32.3,6.8,2.3,1,120
7802,Chocolate-Toffee-Graham-Treats,177.7,17.0,12.8,0.9,1,6
7803,Incredible-Butterscotch-Brownies-,219.7,30.5,10.1,2.9,1,1027
7804,Stuffed-Zucchini---Chilled,104.0,13.7,5.3,3.4,1,61
7805,Fresh-Salsa,168.4,37.3,1.9,7.9,1,125
7806,Double-Berry-Muffins,124.3,26.5,0.7,3.5,1,261
7807,Chocolate-Chip-Cookie-Dough-Brownies,119.2,15.4,6.3,1.4,1,6
7808,Sugar-Free-Blueberry-Cornmeal-Muffins,150.2,31.5,1.3,3.6,1,148
7809,Pineapple-Chutney,148.5,38.2,0.2,0.8,1,73
7810,Heavenly-Chocolate-Bars---incredible-,143.0,16.1,8.7,2.2,1,548
7811,Chocolate-Peanut-Brittle-Bars,204.7,21.9,11.6,4.5,1,6
7812,Confetti-Mashed-Potatoes,116.0,21.4,2.5,2.7,1,648
7813,Guacamole---Best-Ever-,108.9,9.7,8.0,2.2,1,198
7814,Broccoli-Soup,231.2,30.8,8.2,11.8,1,40
7815,Dianne-s-Pasta-Salad,100.1,3.2,9.5,1.4,1,3905
7816,Nonfat-Creamy-Vanilla-Fudge-,159.6,39.0,0.1,1.4,1,3906
7817,Vidalia-Onions-for-the-Grill,128.5,5.8,11.7,1.0,1,897
7818,Capputeano,200.0,31.6,4.8,8.1,1,3907
7819,Sour-Cream-Apple-Pie,202.3,40.6,5.1,1.2,1,75
7820,Three-layer-Pineapple-squares,234.4,28.9,13.0,1.4,1,258
7821,Curried-Broccoli-Soup,150.6,30.8,1.2,7.5,1,155
7822,Smoky-BBQ-Sauce,182.9,31.8,9.6,2.7,1,768
7823,Easy-Beefy-Cheesy-Onion-Soup,157.0,15.7,5.2,12.3,1,24
7824,Chocolate-Coconut-Fudge,100.5,18.7,2.9,1.7,1,6
7825,Yin-Yang-Melon-Soup,108.9,27.1,0.5,2.1,1,3908
7826,Gold-Peanut-Butter-Bars,147.0,17.1,7.5,3.7,1,1128
7827,Reese-s-Peanut-Butter-Chip-Brittle-,206.5,9.2,18.0,2.7,1,1026
7828,Ultimate-Crock-Pot-Stuffing,128.4,22.4,2.2,5.4,1,434
7829,Melon-Salad-with-Orange-Honey-Dressing,185.4,42.1,1.2,5.1,1,472
7830,Bulgur---Lentil-Pilaf,192.2,40.0,0.7,9.2,1,677
7831,Chocolate-Peanut-Buttery-Coconut-Patties,146.8,12.2,10.7,1.8,1,6
7832,Orange-Salad-With-Olives---Mint,184.1,20.9,11.8,1.7,1,34
7833,Fast-Strawberry-Frozen-Yogurt,151.1,36.4,0.4,2.5,1,721
7834,Berry-Rhubarb-Summer-Pudding,218.7,28.2,11.8,2.4,1,233
7835,Veggie-Cheese-Pie,171.1,12.9,8.8,11.8,1,117
7836,My-Sister-s-Rhubarb-Bread,230.5,32.5,10.2,3.0,1,285
7837,Peanut-Buttery-Cupcakes,181.9,28.6,6.5,3.3,1,36
7838,Cayenne-Pepper-Cheese-Soup,218.3,15.1,15.1,6.0,1,3910
7839,Crunchy-Three-Cabbage-Coleslaw,192.4,18.3,12.8,3.1,1,248
7840,HOME-Style-Potato-Salad,142.5,31.7,0.2,4.3,1,574
7841,Marinated-Beef-Tenderloin-Sandwiches,147.3,23.1,2.9,4.3,1,144
7842,Pasta---Co--Cranberry-Sauce-with-Sour-Cherries-and-Rum,142.8,33.2,0.1,0.2,1,25
7843,Texas-Wiener-Sauce,138.9,6.8,7.9,10.4,1,336
7844,Ham-Steaks-with-Whiskey-Sauce,205.6,9.6,17.4,1.2,1,102
7845,Fruitie-Tootie-Cooler,156.4,40.2,0.3,1.0,1,1723
7846,Ice-Blue-Blast,138.7,0.0,0.0,0.0,1,149
7847,Spiced-Peaches,121.4,22.6,3.9,0.3,1,183
7848,Spicy-Couscous,225.0,42.0,3.4,7.3,1,52
7849,Creamy-Zucchini-Soup,238.3,38.6,7.0,7.5,1,59
7850,Papas-Arrugadas,149.7,40.1,0.4,3.9,1,3914
7851,World-s-Easiest-Lemonade-Ice-Cream-Pie,230.5,25.1,13.9,2.1,1,501
7852,Red-Cauliflower,100.3,14.5,3.6,5.5,1,48
7853,Spicy-Chickpea-Soup,133.7,24.2,2.0,6.4,1,52
7854,Herb-Wrapped-Ears,145.2,17.1,8.7,3.0,1,170
7855,Ginger-Vanilla-Float,202.2,19.8,13.3,3.1,1,98
7856,Banana-Graham-Muffins,138.0,28.4,1.6,2.9,1,38
7857,Long-Island-Sunset,246.6,12.2,0.1,0.0,1,1156
7858,Pumpkin-Ginger-Muffins,129.1,31.1,0.2,1.5,1,56
7859,Marinated-Tomato-Salad,107.5,6.4,8.6,2.5,1,144
7860,-I-Can-t-Believe-It-s-Low-Fat--Creamy-Potato-Salad,152.5,30.7,1.9,4.0,1,500
7861,Baked-Carrots--Turnips---Rutabagas,187.6,39.7,0.7,3.6,1,23
7862,Lemon-Salad-Dressing,193.4,6.3,20.6,0.7,1,37
7863,Cilantro-Tofu-Cream,121.3,7.6,6.0,12.6,1,407
7864,Tuna-Salad-Jumbo-Shells,167.1,11.2,5.8,16.7,1,80
7865,Lentils-With-Fried-Onions,184.5,26.9,4.9,8.9,1,331
7866,Mom-s-Perfect-Theritipaal--South-Indian-Milk--quot-Fudge-quot--,182.5,28.7,4.8,7.0,1,169
7867,Jet-Ski-Jazzin--Jolt,316.2,28.5,0.0,0.0,1,3918
7868,Chinese-Laundry,207.3,8.5,12.5,15.6,1,214
7869,Blueberry-Summer-Cobbler,125.0,27.6,0.3,2.8,1,90
7870,Baked-White-Bean-and-Rosemary-Spread,197.0,18.4,13.7,1.9,1,23
7871,Szechwan-Style-Eggplant--Aubergine-,206.4,16.5,14.8,3.6,1,1218
7872,Bran-Muffins,104.4,23.7,0.8,4.0,1,173
7873,Spiced-Hubbard-or-Butternut-Squash-Bake,146.8,23.2,4.9,3.7,1,183
7874,Focaccia---Rosemary-are-going-steady-,142.9,25.7,2.7,3.8,1,577
7875,Chicken-Cheddar--amp--Garlic-Biscuits-,138.6,25.4,1.9,4.9,1,7
7876,Tempeh-Sandwich-Spread,178.4,12.3,9.0,15.8,1,704
7877,Hot-Artichoke-Dip,148.0,5.6,11.1,7.5,1,43
7878,Ginger-Soy-Salmon,179.2,33.5,1.7,8.4,1,98
7879,Tattie-Scones,157.3,14.1,10.5,1.9,1,1927
7880,Easy-Vegetable-Salad,151.6,15.9,6.9,10.3,1,24
7881,Glacier-Punch,210.0,5.1,0.0,0.1,1,3925
7882,Barbecued-Spicy-Lugs-of-Maize,242.4,30.8,13.6,5.1,1,284
7883,Champagne-Peach-Punch,106.3,15.0,0.2,0.8,1,538
7884,Honey-Graham-Peanut-Butter-Crunchies,220.0,28.6,9.0,6.4,1,97
7885,Crispy-Bacon-Muffins,139.5,18.9,5.6,3.2,1,350
7886,Spicy-Cinnamon-Raisin-Muffins,212.9,33.8,7.8,3.2,1,52
7887,Oat-Nut-Burgers,155.4,15.8,9.2,4.6,1,181
7888,Black-and-White-Cupcakes,229.3,28.7,11.9,3.4,1,66
7889,chocolate-applesauce-bread,205.1,34.0,7.1,3.1,1,6
7890,Gringos,243.0,24.3,13.7,6.2,1,3928
7891,Chocolate-Macadamia-Chunk-Bars-With-Vanilla-Icing,256.6,35.4,12.9,2.4,1,6
7892,Blues-Monkey,109.6,11.8,0.1,0.2,1,1273
7893,Salmon-Curry-with-Spinach,153.4,9.3,5.2,18.4,1,180
7894,Amaretto-Chocolate-Pudding,134.5,8.8,11.0,5.1,1,521
7895,Appetizer-Cheese-Tart,108.1,8.0,7.0,3.9,1,593
7896,Sex-On-The-Beach,163.4,23.2,0.2,0.3,1,1007
7897,Corn-on-the-Cob-in-Husk,127.4,29.6,1.5,3.9,1,35
7898,Italian-Potatoes,253.0,43.7,7.2,5.5,1,92
7899,Plum--Apple-and-Banana-Biscuit-Pie,207.8,48.4,1.1,5.7,1,662
7900,Boozy-Onions,166.3,29.8,3.0,1.8,1,2050
7901,Monkey-Milkshake,165.7,25.2,4.9,5.1,1,795
7902,Rich-Apple-Pie,183.1,38.3,4.3,0.8,1,354
7903,Applesauce-Wheat-Germ-Muffins,204.7,31.6,7.4,4.3,1,212
7904,Millet-Fruit-Squares---DELICIOUS-and-ALLERGY-FREE,217.3,50.3,1.2,3.7,1,924
7905,Peanut-Butter-Coconut-Oat-Cookies-,154.1,13.6,9.6,4.3,1,36
7906,Orange-Dream-Salad,170.5,28.9,5.3,3.4,1,34
7907,Pasta-Potpourri,164.6,25.4,6.0,4.2,1,25
7908,Britannic-Coleslaw,185.2,18.4,10.8,6.1,1,3932
7909,Fish-Cakes-El-Cajon,129.8,29.5,0.2,3.6,1,199
7910,Satan-s-Own-Salsa,180.1,9.7,11.6,0.7,1,3934
7911,Hungarian-Cucumber-Salad-with-Sour-Cream-Dressing,136.2,13.5,8.8,2.9,1,711
7912,Candied-Apples,139.2,35.8,0.0,0.0,1,979
7913,Garlicky-Green-Beans,150.0,9.7,12.0,2.2,1,551
7914,Cashew-Kiwi-Coleslaw,237.0,26.5,14.3,4.9,1,488
7915,Jam-Filled-Iced-Rolls-Danish-s,115.9,18.0,3.7,2.5,1,392
7916,Potato-Hash,190.5,43.5,0.2,4.9,1,11
7917,Hidden-Valley-Bacon-and-Cheddar-Dip,145.4,1.5,13.7,4.5,1,1366
7918,Fried-Broccoli-Melt,125.5,23.9,1.0,6.0,1,57
7919,Apricot--Berry--and-Jicama-Salad-with-Honey-lime-Dressing,147.9,28.1,4.4,2.4,1,163
7920,Frozen-Fruit-Salad,256.2,45.4,7.1,4.0,1,276
7921,Sauterne-Stuffed-Mushrooms,115.7,4.4,10.1,2.0,1,3935
7922,Amish-Brown-Sugar-Pie,211.0,29.0,9.5,3.1,1,894
7923,Slush-Fruit-Cup,135.0,34.3,0.2,0.9,1,792
7924,German-Hot-Noodle-Salad,181.9,20.3,8.6,5.2,1,242
7925,Soft-Summer-Lemonade-Cookies,119.7,16.4,5.5,1.5,1,320
7926,Amazingly-Good-Chicken-Salad,125.3,0.2,6.7,15.1,1,1472
7927,Lemony-Light-Cooler,247.8,31.6,0.1,0.2,1,942
7928,Spinach-and-Feta-Scones,206.8,19.7,11.3,7.0,1,41
7929,Two-Chip-Cookies,118.4,12.6,6.9,1.9,1,314
7930,The-Peabody-Peppermint-Patti,112.8,23.7,1.1,1.9,1,50
7931,Sweet-Patooties,203.0,34.1,6.3,3.5,1,28
7932,Cinnamon-Sugar-Breakfast-Biscuits,127.5,18.2,4.8,2.9,1,129
7933,Baked-Honey-Onions,207.8,15.0,12.7,9.4,1,23
7934,Marinated-Tomatoes,127.2,7.8,10.5,1.5,1,144
7935,Ravioli-in-Mushroom-Broth,124.2,8.8,7.4,3.5,1,891
7936,Frozen-Creamsicle-Cake,104.1,16.2,4.4,0.8,1,276
7937,Bombay-Bicycle-Club-Dip,130.5,7.5,10.9,2.9,1,1563
7938,Spiced-Apple-Bar,114.4,17.6,4.5,1.6,1,183
7939,Balsamic-Bleu-Beets,118.1,11.8,7.4,3.0,1,353
7940,Stuffed-Mushrooms,194.1,3.5,17.3,7.3,1,61
7941,Piquant-Mixed-Vegetable-Salad,158.9,34.5,0.5,4.4,1,2052
7942,Blushing-Harlot,191.9,14.7,0.1,0.0,1,1527
7943,Peach-Jam,174.1,45.1,0.7,2.6,1,114
7944,Almond-Bark-Candy,192.7,12.2,14.2,7.1,1,113
7945,Carrot-and-Pineapple-King-Coleslaw,101.5,7.6,7.7,1.6,1,81
7946,Pork-Blade-Steak-with-Garlic-Herb,204.0,31.9,5.4,7.0,1,128
7947,Patti-s-Creamy-baked-onions,182.6,13.8,13.3,3.3,1,2051
7948,Shrimp---Spinach-Noodle-Salad-for-Two,166.2,28.7,3.0,6.7,1,225
7949,Katy-Dids,138.6,7.8,12.6,1.4,1,3941
7950,Best-Baking-Powder-Biscuits,200.3,25.5,9.1,4.0,1,108
7951,Caribbean-Bananas,157.6,27.6,6.1,1.4,1,509
7952,Geri-Halliwell-s-Weight-Loss-Express-,174.7,45.1,1.1,4.5,1,3943
7953,Roasted-Turkey-and-Cranberry-Chutney-Sandwich,167.9,25.6,5.1,4.6,1,49
7954,Easy-Chapatis--Flatbread-,127.1,27.2,0.7,5.1,1,24
7955,Raspberry-Sauce,161.0,39.9,0.7,1.2,1,107
7956,Melon-Bowl,185.2,38.0,4.9,1.8,1,472
7957,Kentucky-Bourbon-Balls,166.4,29.2,5.1,1.2,1,679
7958,Delicious-Cauliflower-Casserole,185.4,12.6,12.0,8.5,1,272
7959,Easy-3-bean-salad,233.5,24.7,14.0,3.6,1,24
7960,Eggplant-Cannelloni-W--Roasted-Tomato-Sauce,138.1,19.4,5.0,7.9,1,150
7961,Brandied-Carrots,205.1,14.7,11.8,1.4,1,735
7962,Caesar-Salad,190.4,9.4,14.5,6.7,1,541
7963,Creamy-Dreamy-Potatoes,230.0,38.6,6.8,5.0,1,59
7964,Easy-Beef-Brisket,148.8,7.3,10.2,6.8,1,24
7965,Balsamic-Bleu-Pears,138.3,19.0,7.4,1.7,1,353
7966,White-Chili-Vegetarian-,246.3,32.8,9.6,8.5,1,78
7967,Elegant-Broccoli,167.8,12.3,10.9,7.7,1,1470
7968,Patchwork-Veggie-Pizza,247.4,28.1,12.5,6.3,1,3949
7969,Pinwheel-Cherry-Biscuits,221.8,25.5,12.2,3.7,1,1843
7970,3-Cheese-Potato-Casserole,230.6,20.3,12.7,9.5,1,390
7971,Dill-Mustard-Pickles,214.5,29.3,1.7,5.1,1,294
7972,Coconut-Muffins,209.9,25.3,10.6,4.2,1,71
7973,Salmon-Ball,132.8,0.9,9.5,10.8,1,180
7974,Cucumber-Papaya-Salad,100.9,17.5,3.7,1.6,1,165
7975,Vegetarian-Hawaiian-Fried-Rice-With--quot--Ham-quot-,237.4,37.0,8.1,4.3,1,158
7976,Mushroom-Barley-Soup,110.4,11.9,5.8,4.0,1,60
7977,Balsamic-Bacon-Mushrooms,178.3,6.9,15.5,4.9,1,353
7978,Cranberry-Walnut-Scones,195.4,31.0,5.9,4.9,1,72
7979,Lemon-Bar-B-Q-sauce,125.9,5.6,11.4,0.4,1,37
7980,Yummy-Brussels-Sprouts,168.7,10.2,13.6,2.4,1,231
7981,Bay-Scallops-Ceviche,131.8,22.0,1.0,12.3,1,755
7982,Cajun-Hamburger-Soup,167.3,21.0,4.4,12.3,1,356
7983,Chocolate-Cake-with-Coconut-Icing,254.3,32.9,12.7,4.8,1,6
7984,Spicy-Pickled-Vegetables,118.2,25.0,0.0,0.0,1,52
7985,Creme-Brulee---Low-Fat,111.2,11.5,1.8,11.2,1,714
7986,Bigos--from-Out-Of-This-Kitchen,177.6,16.4,10.0,4.3,1,1855
7987,Green-Rice,173.6,21.9,7.2,4.9,1,44
7988,Beef-Stew-a-La-Italia,111.3,17.9,3.3,4.9,1,47
7989,Stupid-Easy-Pizza-Puff,196.1,29.9,6.3,5.2,1,3951
7990,Chicken-Vegetable-Soup,229.9,15.7,14.1,10.2,1,7
7991,Blackberry-Margaritas,109.0,25.2,1.2,3.4,1,513
7992,Creamy-Bean---Tortilla-Soup,221.7,28.2,7.2,12.1,1,59
7993,Feedabunch-Broccoli-Rice-Casserole,194.5,14.5,13.4,4.9,1,3952
7994,Eggnog-Muffins,249.7,32.2,11.9,4.3,1,697
7995,Orange-Date-Nut-Bran-Muffins,203.2,26.6,10.1,4.0,1,34
7996,Multicoloured-Spanked-Potatoes,249.0,36.4,9.8,5.1,1,3953
7997,Oatmeal-Banana-Raisin-Nut-Muffins,207.0,34.5,6.4,4.5,1,70
7998,Texas-Toast,155.4,30.0,1.6,8.6,1,336
7999,Cold-Carrot-Copper-Pennies,237.9,38.4,9.5,1.4,1,622
8000,Roasted-Tomatillo-Sauce,110.9,23.6,2.0,3.6,1,49
8001,Chicken-Lettuce-Rolls,126.3,13.4,1.3,15.1,1,7
8002,Pepperoni---Sausage-PIZZA-Fondue-,178.0,20.4,7.8,6.8,1,532
8003,Mohrengemuse--German-Carrot-Side-Dish-,137.5,14.1,9.0,1.5,1,3955
8004,Strawberry-Jam-FILLED-Cupcakes-,187.3,31.3,6.0,2.0,1,68
8005,Thai-Iced-Tea,181.7,35.1,4.6,1.2,1,253
8006,Poinsettia,121.8,14.5,0.1,0.1,1,1378
8007,Strawberry-Yogurt-Dip,181.4,39.1,0.5,7.7,1,68
8008,Herb-Dumplings,177.3,20.3,9.0,3.9,1,170
8009,Surprise--It-s-Apple-Salad,150.9,34.6,2.1,1.8,1,391
8010,Chocolate-Cookie-Pretzels,138.7,19.4,5.8,2.3,1,6
8011,Asian-Flavored-Coleslaw,103.9,5.2,9.2,1.6,1,397
8012,Grated-Broccoli-with-Parmesan,131.5,6.5,9.8,6.2,1,3956
8013,3-Layer-Chocolate-Peanut-Butter-Bars,217.2,27.6,11.7,3.6,1,390
8014,Summer-Tomato-and-Onion-Platter,118.7,13.8,7.0,1.2,1,137
8015,Salsa-Cruda-with-Jicama-Chips,132.5,31.1,0.6,3.6,1,69
8016,Caramel-Apple-Pie-Cups,123.4,19.5,5.2,0.8,1,120
8017,Autumn-Pumpkin-Spice-Pancakes,193.7,39.1,0.6,7.8,1,528
8018,Oven-BARBECUED-Hot-Dogs,177.9,6.8,14.4,5.4,1,206
8019,Grilled-Mangoes-With-Ginger,118.2,17.6,6.0,0.6,1,83
8020,Mexican-Casserole,174.5,10.3,10.5,9.6,1,87
8021,Lime-Phosphate,156.0,40.0,0.0,0.0,1,186
8022,Smoked-Salmon-and-Artichoke-Goat-Cheese-Toasts,138.6,12.7,7.7,4.7,1,313
8023,Relaxing-in-Front-of-the-Fire,177.5,18.4,0.2,0.2,1,3958
8024,Melon-Smoothie,152.8,40.4,0.3,1.1,1,472
8025,Food-for-the-Gods,106.6,18.0,3.6,1.9,1,372
8026,Fruit-Dessert,142.7,35.9,0.3,1.1,1,32
8027,Light-Pineapple-Pudding,140.1,31.9,0.8,2.5,1,401
8028,Light-Honeydew-and-Seafood-Salad,163.5,25.3,7.1,2.9,1,401
8029,Party-Pinwheels,100.8,4.9,7.1,4.3,1,259
8030,Special-CHOCOLATE-Doughnuts-w--Glaze,231.9,47.8,3.2,3.3,1,344
8031,Chicken-with-Tomato-Sauce-and-Egg-Noodles,105.5,8.6,1.2,15.7,1,7
8032,Awesome-Brownies,205.3,25.8,9.7,2.4,1,436
8033,Syrian-Bread-Dip,157.7,3.2,15.4,2.4,1,3960
8034,Bloody-Bull,166.1,11.1,2.3,4.7,1,865
8035,Raspberry---Orange-Sauce,103.0,24.2,0.8,1.6,1,107
8036,Snack-Mix-Squares,107.6,13.7,5.6,1.2,1,360
8037,Artichoke-Soup,129.3,20.4,3.4,7.7,1,182
8038,Basil-and-Roasted-Garlic-Pesto,150.5,3.3,14.9,2.2,1,130
8039,Make-Ahead-Mashed-Potatoes,206.8,23.0,11.5,3.9,1,495
8040,Mexican-Fruit-Salad,215.5,36.9,6.2,2.3,1,87
8041,Honey-Apple-Salad,225.4,42.3,7.4,2.6,1,97
8042,Hawaiian-Martini,211.6,7.8,0.0,0.1,1,299
8043,Sex-on-the-Peach,113.4,11.1,0.1,0.3,1,1007
8044,Easy-Dip-for-Apples,121.8,11.4,7.9,1.7,1,24
8045,Biscuit-Balls,198.4,18.9,11.9,4.1,1,438
8046,Kool-Kiwi-Kabobs,199.2,14.0,13.5,7.4,1,2053
8047,Golden-Mushroom-Soup,111.9,14.5,4.1,6.2,1,300
8048,Mai-Tai,136.8,17.0,0.2,0.8,1,990
8049,Cranberry-Marble-Mold,213.1,37.0,7.7,1.1,1,72
8050,Peach-Margarita,125.4,32.9,0.1,1.6,1,114
8051,Provencal-Scalloped-Potatoes,184.6,29.8,5.3,5.9,1,3961
8052,Fresh-Vegetable-Squares,106.8,1.3,10.7,1.9,1,125
8053,Frozen-Pineapple-Salad---good-use-for-those-muffin-tins-,229.1,23.3,14.8,3.0,1,276
8054,Coconut-Bars,175.1,15.4,11.8,4.0,1,71
8055,Roasted-Balsamic-Tomatoes,119.6,8.5,9.3,1.6,1,49
8056,Ruby-Slippers,190.9,12.2,0.0,0.1,1,3963
8057,Raspberry-Almond-Squares,259.3,34.1,12.9,2.7,1,107
8058,Grilled-Cheesy-Bread,208.7,24.2,9.1,7.2,1,83
8059,Tropical-Fling,296.5,0.0,0.0,0.0,1,293
8060,Oatmeal-Bake,107.1,22.6,1.2,3.5,1,70
8061,Chocolaty-Dip,156.3,26.4,4.4,2.9,1,2055
8062,Country-Corn-Casserole,175.4,17.1,10.2,4.1,1,348
8063,Tuna-Macaroni-salad,251.3,35.4,8.5,7.2,1,80
8064,Easy-Hawaiian-Cake-With-Icing,274.7,42.9,10.6,3.4,1,24
8065,Wild-Rice-Salad,228.0,16.4,10.8,16.0,1,211
8066,Cajun-Style-Dirty-Rice,194.3,42.9,0.5,4.2,1,356
8067,Mexican-Hot-Chocolate,209.6,29.1,7.5,7.2,1,87
8068,Bread-Pudding,208.9,41.1,2.5,7.7,1,15
8069,Pear--Hazelnut--Cheese-and-Honey-on-Black-Bread,197.4,18.6,11.6,6.8,1,235
8070,Carrot-Muffins-With-Apple,200.9,32.6,6.9,3.7,1,81
8071,Pennsylvania-Dutch-Green-Beans,106.3,9.8,6.1,3.9,1,1040
8072,A-Different-Stuffed-Cabbage-Recipe,101.2,9.9,3.6,7.7,1,55
8073,Sweet-Cherry-Salsa,129.7,33.0,0.5,2.4,1,28
8074,Perfect-Ginger-Cookies,124.5,17.9,5.4,1.4,1,464
8075,Diabetic-Fruit-Punch,103.7,25.4,0.2,0.5,1,442
8076,Wonder-Bars,204.2,22.5,11.4,5.6,1,1505
8077,Soft-Turkey-Tacos,101.7,10.4,3.7,8.1,1,320
8078,4-Layer-Bars,167.1,22.5,8.0,2.1,1,600
8079,Vegetable-Medley-Bake,191.3,10.3,15.0,4.3,1,31
8080,Spaghetti-Sauce-with-Meat,201.7,28.5,6.5,11.4,1,118
8081,Homemade-Ice-Cream---in-a-Bag-,209.1,17.9,13.9,3.6,1,136
8082,Sweet-Potato-Casserole-with-Pineapple,133.1,17.8,6.8,1.3,1,28
8083,Grape-Juice-Sherbet--Healthy---easy--,122.5,29.7,0.1,1.7,1,524
8084,Cucumber-Bow-Tie-Salad,120.0,17.7,4.3,3.2,1,165
8085,Pecan-Cranberry-Biscotti,146.5,21.9,5.6,2.9,1,99
8086,Fruit-Pilaf-Fruit-Pulao-,255.1,48.0,5.2,3.9,1,32
8087,Sugar-Cookies,142.9,18.4,6.9,1.9,1,148
8088,Awesome-Cajun-Chicken-Wings,118.5,0.8,8.8,8.8,1,436
8089,Carrot-Koftas-In-Creamy-Dreamy-Yummy-Float,182.8,27.5,6.2,6.2,1,81
8090,Zucchini-Crostini,223.7,36.5,4.7,8.8,1,65
8091,Delicious-Digestion-Salad,131.2,15.5,7.4,4.1,1,272
8092,Nutty-Snickerdoodles-Small-Batch,140.9,18.9,6.7,1.9,1,563
8093,Senate-Bean-Soup,124.3,23.8,0.7,6.8,1,1995
8094,Sweet-Potato--amp--Winter-Squash-Casserole,117.9,22.7,3.0,1.4,1,28
8095,Lemon-Muffins,202.9,33.5,6.4,3.3,1,37
8096,999-Peninsula-Salad-Dressing,105.8,21.1,2.2,2.6,1,3968
8097,Chilichoke-Dip,114.5,10.4,5.0,8.7,1,3970
8098,Cheesy-Smoked-Sausage---Sauerkraut-Casserole-,105.9,17.0,3.1,4.2,1,119
8099,Cranberry-Chocolate-Chip-Biscotti,137.8,25.5,3.2,2.8,1,72
8100,Barbecue-Sauce-Reincarnated-As-Dip,116.8,7.1,9.6,1.1,1,224
8101,Smoky-Bacon-Wraps,141.7,7.5,10.8,3.6,1,768
8102,Banana-Breakfast-Shake,121.4,22.6,0.5,6.9,1,38
8103,Herring-Salad,194.9,41.4,1.5,5.3,1,1150
8104,Pistachio-Ambrosia--2,199.9,22.8,12.2,1.9,1,539
8105,Lisa-s-Fruit-Salad,129.3,10.5,9.9,0.9,1,1528
8106,Amanda-s-easy-chocolate-ice-cream,203.6,21.6,12.0,3.1,1,3972
8107,Mashed-Red-Potatoes-With-Garlic-and-Parmesan,199.6,31.7,6.0,6.0,1,142
8108,Garlic-Sweet-Potato-Mash,191.5,26.9,8.7,2.3,1,33
8109,Gooey-Butter-Cookies,163.3,17.6,9.7,1.9,1,976
8110,Marinara-Marcaroni-Salad,206.6,40.0,2.9,5.7,1,596
8111,Vietnamese-Ginger-Fish-Sauce---Nuoc-Mam-Gung,157.2,33.7,0.7,7.7,1,866
8112,White-Chocolate-Coconut-Macadamia-Cookies,163.7,18.0,9.8,1.7,1,78
8113,No-Bake-Cookies,150.8,23.3,5.7,3.4,1,111
8114,French-Applesauce-Cake,279.4,47.4,9.7,2.5,1,124
8115,Low-Fat-Mexican-White-Dip,126.3,8.2,9.8,0.8,1,51
8116,Spicy-Peanut-Slaw,120.2,12.3,7.4,3.8,1,52
8117,Caramel-chocolate-tarts,144.9,17.9,8.1,2.5,1,120
8118,Roasted-Veggies,149.0,13.7,9.8,4.9,1,49
8119,Jacques-Pepin-s-Clear-Vegetable-Stock,163.7,38.1,1.2,4.4,1,2057
8120,Barbecued-Zucchini-Two-Ingredients-,160.9,13.9,11.6,3.7,1,284
8121,Honey-Chicken-and-Mint-Coleslaw,177.0,10.0,8.0,16.5,1,97
8122,Sauteed-Asparagus-with-Red-Peppers---Olives,166.4,20.4,9.1,6.4,1,362
8123,Vietnamese-Spring-Rolls,112.5,9.7,5.3,5.8,1,866
8124,Ruglah,118.2,9.7,8.5,1.6,1,3977
8125,Molasses-Golden-Raisin-Bread,194.5,36.7,3.4,4.7,1,508
8126,Sesame-Asparagus-Stir-Fry,152.7,10.1,11.5,6.1,1,227
8127,Strawberry-Cream-Cheese-Brulee,138.8,21.6,1.6,9.1,1,68
8128,Cajun-Rice,239.7,35.4,8.1,5.8,1,356
8129,Barley-Vegetable-Pockets,234.9,41.5,6.1,6.3,1,287
8130,Pink-Lemonade,118.4,34.4,0.5,1.2,1,440
8131,Bacon-and-Potato-Soup,226.3,27.5,11.3,4.6,1,100
8132,Roasted-Asparagus---Shiitake-Mushrooms,189.3,25.6,8.1,10.1,1,49
8133,Sweet-Onion-Deep-Dish,236.6,26.2,12.7,5.3,1,28
8134,Spicy-Oatmeal-Cookies,130.8,19.5,5.1,2.3,1,52
8135,Stilton-Scones,190.7,22.3,8.9,5.1,1,1024
8136,Awesome-Warm-Crab-Dip,135.1,1.4,11.3,7.0,1,436
8137,Osso-Bucco,236.7,31.6,10.9,5.0,1,971
8138,Ensalada-Mixta--Special-Mixed-Salad-,125.3,17.2,6.4,3.8,1,3978
8139,Vegetable-Medley,134.0,30.9,0.7,4.2,1,31
8140,Indonesian-Rice-Salad-With-Orange-Sesame-Cilantro-Dressing,234.1,45.0,4.6,4.9,1,744
8141,Spicy-Sauce-for-Meatloaf,135.8,29.8,1.6,3.9,1,52
8142,Shortcake,211.7,28.7,8.9,4.1,1,705
8143,Spiced-Thai-Corn-Cakes,140.1,31.6,0.9,4.8,1,183
